grid_cell,richness_trend,shannon_trend,phylo_pd_trend,phylo_mpd_trend,trait_volume_trend,trait_dispersion_trend,trait_rao_q_trend,mean_corrected_richness,grid_id,centroid_lon,centroid_lat,area_km2,bio1,bio4,bio12,bio15,elev_mean,elev_sd,texture_shannon,texture_entropy,texture_contrast,npp_mean,landcover_trees,landcover_cropland,landcover_built,mean_temporal_beta,mean_temporal_shift_cwm
285,1.8748595754500004,0.015765806662095656,54.1428242000002,-0.5658855467983739,-0.028809105876290885,-0.007694825733584229,-6.015504816824002e-5,36.39594868223176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03543840050868934,0.1606030097981319
286,1.891825796411911,0.01578699844530854,50.052545000000165,-0.5107351360755695,-0.03136810600823843,-0.008483356775626397,-7.041391569865864e-5,35.54990242464194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0367154329692979,0.15915307357761396
287,2.262883833642889,0.02726566674306164,88.78291570000005,-0.15135706478888605,-0.01873059772203149,-0.005271189691549769,7.094446068120788e-5,29.764397532794433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04924416956474088,0.16175045701040253
288,2.3020001847255434,0.025570819595022463,93.14217819999998,-0.20388713106413586,-0.022393041871912496,-0.004610999613246501,5.803498894236429e-5,30.39335810672021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0491358012886037,0.15721047551725925
289,2.302050125107042,0.025416843160758026,94.15330390000013,-0.20945452673583664,-0.022514160368623873,-0.004781589900791741,5.5492923341428825e-5,30.51499894086026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.048882417704508054,0.15717409003063795
290,2.278334497439641,0.023581836260483404,72.26461830000007,-0.31385928001244295,-0.0237815689452749,-0.004773215342527604,1.3266579990062108e-5,31.54972870894713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04697220184557288,0.15568094389910564
291,2.2881111566303214,0.022156000562049683,80.89269360000006,-0.32447735270254546,-0.025989284629841104,-0.004670237273918942,2.0766548069757346e-6,32.231591633759514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046133358096518806,0.1514325687778946
292,2.262558369415224,0.02067088867749388,44.10726060000004,-0.37864540626448306,-0.02686872950163575,-0.004881186881091397,-1.959464606452443e-5,33.18198353370341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044348070548887654,0.1488368464865491
293,2.246654271867152,0.01940684113381449,71.1987962,-0.3883730839374069,-0.02749959058465101,-0.004428657326656333,-3.901069977715254e-5,33.89574876795153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043220876104712945,0.14429285177492135
294,2.213739520861673,0.018561913196411345,58.87947890000001,-0.4191918431723683,-0.027134342690778364,-0.0040891081301690805,-5.964704247590881e-5,34.483196878937136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042071163007832736,0.14195150941587184
295,2.164754013907123,0.017766182869983608,40.637320599999995,-0.45826361247025377,-0.026359105187493338,-0.0037574494309828865,-8.27748260391427e-5,35.063850214392374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04079190414513729,0.14031455371137658
296,2.127491917375596,0.017362585485592715,37.8946216,-0.49664925067305743,-0.026057884121311176,-0.003990641805625532,-8.55481852927903e-5,35.37851653645818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03991895806331131,0.14094999927639043
297,1.9220886720689736,0.0139151376986588,35.71755770000002,-0.46821973714833975,-0.021486482761323766,-0.0018906655603647855,-1.432289826531593e-4,38.27818305237184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03441634106534947,0.12469179492610943
298,1.9680749950728067,0.014510485955729038,28.88850020000012,-0.4954860625589635,-0.023025084119455187,-0.0026179783214314444,-1.2827006243571485e-4,37.70535759233476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03546566242409395,0.12872690282477492
299,2.0027822289229515,0.01496000647202922,28.917404999999885,-0.49240321239237295,-0.023868551862386293,-0.0028558896683861905,-1.2274636812966634e-4,37.252162654737276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036366443769121376,0.13090340002384954
300,2.0275441300133847,0.015328918466243378,26.68627369999999,-0.49001197268978347,-0.02442170029745981,-0.0030151222172570065,-1.1861414381379127e-4,36.90511948063126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0370484748544955,0.13259068480731137
301,2.0804237566208683,0.016156585826537798,34.30327039999988,-0.4999613467664903,-0.025618283962701077,-0.003722463387599784,-9.611444200703962e-5,36.311376996773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038210285069692214,0.13609616812625358
302,2.0791705415182484,0.01615131396277776,34.30327039999988,-0.4960990094439308,-0.02593128613653014,-0.0037962274085966414,-9.609849434550766e-5,36.25959804671398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03829128336777593,0.1366186297620322
303,2.045128060025615,0.015628622514195157,32.907882999999984,-0.5029914293785502,-0.025304240534334006,-0.0035556106207585004,-1.0555142595224667e-4,36.68051211407208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03743529646648701,0.13479788680033755
304,2.015391630612539,0.015010753141373095,30.142986700000026,-0.491171690834517,-0.024564578442909133,-0.0031566980573023134,-1.134305365409136e-4,37.21162900380888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036502796692037,0.13127413564459894
305,1.994970079562202,0.014792321510339171,45.75275230000008,-0.49483371246288094,-0.0242982346416165,-0.0030978510854470145,-1.1589359214692593e-4,37.36421710994651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03613222529147898,0.13096488000838827
306,1.981229804814891,0.01573967332914306,35.1904816,-0.5859230844942552,-0.025008951731389336,-0.004410956570684718,-9.331653596823546e-5,36.68526952650237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03667468261137493,0.15019040590737257
307,1.9375808516514192,0.0156395899572885,36.19133990000003,-0.6296818111606994,-0.02392159969487789,-0.004528551584674714,-8.103550724732043e-5,37.01586757521711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035722475236521424,0.15761578237442497
308,1.8014930838251393,0.013265638992065988,17.43302600000002,-0.44434197703874173,-0.024808219562429682,-0.005518780001922042,-5.332029402460342e-5,37.58045714836772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03387508280350808,0.13233103861357767
309,1.865702563311942,0.013641132657081523,44.535024599999986,-0.46200718414743047,-0.023140137959806163,-0.004537557894162802,-2.534051253770895e-5,36.93196349495171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03546264962946954,0.1344555778368739
310,1.8867996278894656,0.013875952559244361,48.74759880000009,-0.46296985222840453,-0.025066844349903146,-0.0052619404704172795,-4.293896642442276e-5,36.85476687775772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.035777907248059994,0.13651557112680068
311,1.9737523339646543,0.014614163784210371,43.074830500000054,-0.4539781990409546,-0.021081593964452333,-0.003521050758060223,1.630459486360366e-5,36.229661500718535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03740239926588479,0.13128967697556382
312,2.0782096559568,0.021164211631533373,113.10306220000005,-0.12401684379784521,-3.24507931104671e-4,5.824875114485627e-6,3.216918046416726e-4,29.299414765455523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04735622521688648,0.1365730298727595
313,2.246161240602761,0.016564543931120227,64.77559030000006,-0.3930205160889789,-0.02751017936371607,-0.004698320655496446,-3.865634983328709e-5,35.87257802302331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04086802366782241,0.137143925687376
314,2.2521946411911746,0.017818109496050685,59.342256100000064,-0.4373741962909179,-0.026631484811108698,-0.005500110354232055,-2.2135588664466457e-5,35.29550600942506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041537295200114635,0.14396939547705134
315,2.3399198812574014,0.021063917175774296,88.20941489999994,-0.30979522890051553,-0.02577973254783493,-0.004913417737179033,3.470429090691266e-6,32.86511804230022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04627042124523991,0.15090761347495973
316,2.320452497112899,0.023359613453300832,55.147253400000054,-0.2796590103534079,-0.022317889851917707,-0.0053303968111676715,2.565440211456256e-5,31.791343842916994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04744824754571481,0.15797253970930059
317,2.319009405561142,0.02354557230793266,76.72688090000011,-0.29145957360965047,-0.0217040144549986,-0.004734791510687699,1.6047257559366576e-5,31.614560402940324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0478587432167945,0.15812132732797538
318,2.3437468097608862,0.023961486723030022,87.7686429000001,-0.24237824139836056,-0.022180226692160798,-0.004669159945180174,3.484156587322387e-5,31.31513982916461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04868734797070753,0.15714616923983216
319,2.3331084810380007,0.021675163935225443,87.11729349999996,-0.3156794604945761,-0.0244837485256769,-0.004071117839086262,-6.487484742899288e-6,32.46392013953602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046979938781226846,0.15137207873453104
320,2.2970067784467316,0.0199661622077092,60.497697,-0.3821502930675429,-0.02527868589528549,-0.004026549432735704,-4.0109100821256554e-5,33.52964865765347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04496999719527833,0.14837846678531885
321,2.2838223360194974,0.01918356420955543,59.83101229999991,-0.38985157520890457,-0.02570592674899386,-0.003849617494458759,-5.193705085838893e-5,33.989335255914284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04418754762858691,0.14576837855859578
322,2.0467190959052624,0.015320762186320544,36.69411470000006,-0.5951705759183205,-0.023128853690611028,-0.004162925707559315,-8.613483189370656e-5,37.24979151788616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03718841576458955,0.14959975246319493
323,2.0419485847412404,0.01726373573832857,52.87221850000005,-0.2557501537137974,-0.034990910687294895,-0.009625846518951946,2.2471541912693212e-5,32.460394276266626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0429343799054001,0.15244004661685778
324,2.0131504954046986,0.016271509814264968,49.179219600000046,-0.3042607494628298,-0.034963835142242175,-0.009270425094778802,-1.9451311196155007e-5,33.49550392614138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04117181392154525,0.1472424062533893
325,1.9689165843219727,0.01600250088439721,47.51085490000005,-0.3208211631555968,-0.03571772231359922,-0.010038759311161674,-3.368980607779109e-5,33.50828277013434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04055746807101634,0.15254601331155454
326,1.919580008476629,0.014789938057344075,29.55574010000015,-0.36158810829232885,-0.0328575521016127,-0.008800666327825234,-5.269469432335855e-5,35.08482293755178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0378871820386289,0.14179328897075916
327,1.7844337439920583,0.012753473058456099,22.265849899999917,-0.4974646750169833,-0.02236307848221838,-0.0044098070525807965,-3.723278477757757e-5,39.655294215858675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031310319021119914,0.12633875598455316
328,1.7806835374563978,0.01259845006761953,24.16586789999986,-0.48652582493466107,-0.022432493331872284,-0.004304040495884047,-4.3558269405356136e-5,39.88273568852495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031053067557341014,0.12339170077026079
329,1.867839093406101,0.014495768010003388,37.98444080000017,-0.5162567417784889,-0.02693414387166024,-0.007129700711135708,-4.1729384343624926e-5,37.45637077236951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034426066396851564,0.14576633185448992
330,1.911199712815305,0.01411849832284482,36.70914960000002,-0.44513638158280555,-0.02833139501767216,-0.0064195713185924,-6.61603393256269e-5,35.59948005504071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03775628666055825,0.14511913261461495
331,1.823056883502842,0.012882057903493426,38.64806549999986,-0.46948978281353965,-0.02212045597348205,-0.003631028028624538,-7.31657170097764e-5,37.77140794961809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03433212776168487,0.1333081370466434
332,1.9085101158774003,0.014022661504267665,39.16823400000003,-0.4386250097901605,-0.018414515802080412,-0.0027020895095971435,3.6807726268100207e-5,36.61358869090591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.036046960314997954,0.1253467521346544
333,1.7965122180390323,0.013308165850268484,23.260562599999997,-0.45963718139061904,-0.023803192128521413,-0.005225550974913392,-3.687719794917365e-5,37.93637906354991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.033325005053147956,0.13120020290824289
334,1.7100463482885562,0.012352568086748714,20.573356999999945,-0.4802923496390564,-0.02102639348845436,-0.003941814397595058,-5.265257523974199e-5,39.48972808286322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030920181136628776,0.12710627324376325
335,1.6629947157692135,0.011666100691787407,22.640380799999804,-0.48618962627253454,-0.019004323745466564,-0.0029255388087889903,-4.491794192680832e-5,40.4859850395972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029496801419719467,0.12223250609875777
336,1.664357573904852,0.01169387216908069,22.009117399999845,-0.4736112058278826,-0.019987091938402236,-0.0033768360605853894,-4.978062429827734e-5,40.81854113873165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029078987937700747,0.11877692846753847
337,1.7286269745298686,0.012331488601840516,19.52315089999993,-0.48002747098751336,-0.02153880316047808,-0.004034461423960395,-5.1764408158054075e-5,40.0061948846642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030485978107308773,0.12334470952546736
338,1.9665239176381901,0.015415016889127645,39.51786330000002,-0.41142409245379585,-0.01837253217479956,-0.0040113207350406,1.0092512715040845e-4,35.001111038166755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0382167627966079,0.13228459240414941
339,2.0492882864969038,0.019474572435637907,92.96194270000008,-0.13996176631199034,-0.004597067126209332,-0.0013072102014474191,2.9429218816038027e-4,30.013994596649194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045780608608445746,0.13636142989239017
340,2.026030789538913,0.01621799889546427,60.47140949999999,-0.33303184464573615,-0.01347110226633289,-0.0023740227812052944,1.5521123287613506e-4,33.20935145323878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.041414010772853976,0.13197651343531416
341,1.9078660052030034,0.013979120236733155,52.23021420000003,-0.5180215851932535,-0.017809374738120023,-0.00234263972334423,7.496971798279445e-6,36.91145441429683,G00341,120.05288481088691,51.1289574617765,6862.295236062493,6.4186140418052675,204.3,11.390176010131835,29.569062614440917,997.05,392.0094621575513,29412.82424242424,49014.736363636366,349322.9121212121,171.8842761466913,0.026516346154551392,0.16891835239419678,0.09664180926843476,0.03592641117274795,0.13513484835713765
342,2.299477742267095,0.01919448921881892,70.41069229999997,-0.3746042529970475,-0.026441421870969522,-0.004407860881289025,-3.456797549575504e-5,34.050911821212324,G00342,120.82340571407563,51.1620009602833,10000,0.8814119001229604,249.45833333333334,11.771511197090149,21.787750005722046,2142.125,964.0455659671225,28137.679365079366,46250.52380952381,202912.39365079365,128.72808550743827,0.04805656457656567,0.0698291547967214,0.005894408834306146,0.0440415626954877,0.14533470305991933
343,2.297349136912378,0.02136569990752882,68.79320490000008,-0.35432675095313027,-0.025263139533225582,-0.005351182208794419,-2.1291531377096735e-6,32.85768288343411,G00343,121.72172099819515,51.1620009602833,10000,3.6944968730211256,182.15,12.90179796218872,26.604474973678588,1434.95,815.9515900887877,32724.272727272728,53599.50606060606,427192.38181818184,347.8895224569328,0.045407015718219666,0.3033330008402178,0.012096913611741448,0.04550068691009243,0.15340511233067194
344,2.1478806942925908,0.01480122824719055,55.273765999999995,-0.5283266701050079,-0.02362923798771843,-0.003940546072002558,-8.554630078516839e-5,37.47604671988645,G00344,122.62003628231469,51.1620009602833,10000,4.225732253305614,140.05,12.824862384796143,26.975087547302245,1436.55,620.4207803876673,24163.31515151515,40612.163636363635,218710.60303030303,210.9931015542045,0.03984513297947062,0.13355781104458575,0.0032387939315412085,0.038406582711390524,0.13797094289758602
345,2.150722557747445,0.01527777432026955,43.23824979999997,-0.5314544859202636,-0.02380210668933035,-0.004058388610589488,-8.952224671388325e-5,37.02235657680193,G00345,123.51835156643419,51.1620009602833,10000,5.075784310698509,107.625,12.413483421007792,27.295052131017048,1468.75,303.29226111487566,14446.28253968254,24300.285714285714,29735.08253968254,63.590103831011,2.4422478030457695e-4,8.291636737663012e-4,2.969686082451408e-4,0.03903666079356058,0.1408917270719936
346,2.1738809141905637,0.014665367129064964,65.31024599999998,-0.4506371944483121,-0.024503291943726385,-0.003426261661666021,-9.611567316835809e-5,37.26836409891686,G00346,124.41666685055372,51.1620009602833,10000,3.3951197803020476,147,12.321783351898194,24.592024993896484,1881,215.60709879925471,14963.854545454546,24791.751515151514,18007.739393939395,47.31307418990129,4.0403608921579066e-4,6.96391257016103e-4,2.126424494580458e-4,0.039072481363532155,0.13415492012169752
347,2.083154666690778,0.013649062780116204,55.35851650000006,-0.49513976114661357,-0.023084837269645574,-0.0032097377281756767,-1.072739120177359e-4,38.29223669234104,G00347,125.31498213467323,51.1620009602833,10000,3.363009967530767,166.625,12.45322314898173,24.92632285753886,1796.2916666666667,273.5008908922247,17624.935483870966,28704.06129032258,109029.61935483871,83.28012626109582,0.004439458667765681,0.041273931587382344,0.0021434472953994503,0.03685501968079228,0.13151364872778767
348,2.0352927799613423,0.017662537238107397,36.1720200000001,-0.6331074803320454,-0.018293651244797142,-0.005266528173045554,-2.6171915545063774e-5,35.93930946667059,G00348,126.21329741879276,51.1620009602833,10000,3.8846707781311123,121.45,12.577197933197022,25.60976266860962,1690.5,838.5042761087337,16074.660606060606,26404.827272727274,47131.59696969697,41.570443596858624,0.004833736951889228,0.0014808523169902925,9.078822434406356e-5,0.03847704218012233,0.1797318520647657
349,1.9478734612712039,0.014713089478135828,40.33906549999989,-0.569174055956946,-0.025837381097100588,-0.006944867241828261,-5.274290081240932e-5,37.51742481178365,G00349,126.7938810546855,51.1071688882069,2526.6153339503444,8.739566659927368,38.7,14.163568687438964,33.1279375076294,646.35,304.4488160248737,10615.406349206349,17146.619047619046,17824.07619047619,19.315987034638393,2.463200402717561e-5,0.008112678091990354,0.0017096391263137875,0.03583345592713402,0.15560047914367947
350,1.8673586722078181,0.013770099538608353,19.118620399999973,-0.439932470478254,-0.025732242659381562,-0.006876105440943491,-2.3622453419738982e-5,37.636704893903655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034489892881142487,0.13388656480860298
351,2.0364971438371295,0.015959462460678527,48.78871330000006,-0.2845434673032719,-0.03297768094304479,-0.009294403776365916,3.1645413149688283e-6,34.04379231383292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04087805853900778,0.14235671739246722
352,2.044123359864303,0.016681280726398545,55.93703200000003,-0.23916743130081,-0.03504681848134223,-0.009832112342791742,-1.0240574883128095e-6,33.02406393932201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04245001179003713,0.14711988086810462
353,1.9073561241612869,0.013554309546150797,34.782151,-0.4310001786080449,-0.026267316002186306,-0.006172283832935909,-6.183291096368768e-5,36.85261557722354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03637073510581614,0.13626536226723887
354,1.6646445095179532,0.011042965841397308,21.296933499999827,-0.4635971791547583,-0.0187094935064457,-0.0031642759678796417,-2.6803728250588784e-5,41.740761610391594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02835954055190093,0.11275975968116814
355,1.7000134940458207,0.011082115473317092,23.524066199999837,-0.4689056009444703,-0.018867493798953982,-0.0029732003833441633,-3.964269707030897e-5,41.428560924664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029179065363877592,0.11482780017363728
356,2.360176746655277,0.020904174535302304,67.71085639999987,-0.3390336797652931,-0.022548419208657054,-0.004980161899429685,3.2462623359103906e-7,33.20853886527409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04637835260713975,0.15460432023055382
357,2.3551345568538644,0.020833907762838035,70.4644315,-0.3496317117997778,-0.022554761097305042,-0.004261348281112542,-1.7668497591536792e-5,33.05653933210655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.046787372326450305,0.15403468620842312
358,2.336792086619787,0.020134787436757482,47.04289849999997,-0.38343398261456396,-0.02284215880629744,-0.00419794361234412,-3.3278707747725506e-5,33.497523797160156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045922179079717344,0.152832380659172
359,2.3290871468348264,0.019302348271105597,48.9204802,-0.3953724719407106,-0.023933413307614722,-0.004213043977528272,-4.27276331483578e-5,33.966977331213926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04518876926056591,0.15054676078156112
360,2.314510012494855,0.019013105890679265,52.468968800000056,-0.41058936229785503,-0.023880404577291948,-0.004090970108591739,-5.0860993235357795e-5,34.128938712442995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04481864048323076,0.15005093500473776
361,2.2104673386691545,0.017752686282407833,48.20263390000016,-0.5166892267514487,-0.022862215949333978,-0.004239823490780253,-7.741321526845298e-5,35.10833422661504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042184204378674664,0.15090537235681825
362,2.0615612737695117,0.017009937159931196,44.76467940000012,-0.6353007233239987,-0.020152982703755838,-0.005000997666313689,-4.817226767248485e-5,36.2364203761586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038662108938743826,0.17277480105126614
363,1.7536592970688996,0.011613293853652415,52.67078949999986,-0.6331876520698864,-0.019205951285005227,-0.004185580663904569,-4.6163725799415406e-5,40.61415126904546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030514726916774575,0.1519234772906137
364,1.7906036477504867,0.010857548030405796,52.51086479999989,-0.5932238785165707,-0.018952854875347144,-0.0030809897892418708,-6.198902472473648e-5,41.30354700123206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03030504820223926,0.13721181351744471
365,1.8258989208209264,0.011252664628607478,47.61198299999996,-0.4989868486809566,-0.01774639237087574,-0.0014701412168953098,-1.2834463608537826e-4,40.867189584856405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0315136821791385,0.123139139164093
366,1.965828488693743,0.012779287391964721,41.00299059999989,-0.5595729729090893,-0.020651877968514146,-0.0028683602685731177,-1.1011771020029711e-4,39.30078161118592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03446461264443839,0.1365105956119269
367,2.043805574476405,0.013600343441622418,35.64273849999992,-0.536988095124831,-0.021997980860643224,-0.003141624786537862,-1.115163895943188e-4,38.44862019521518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03626479832527322,0.13479371410185578
368,2.1475034123945327,0.014967775241495646,60.509306,-0.5122209756452493,-0.02421349789632957,-0.0039745322004791405,-9.256300352702993e-5,37.16077935729228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03886639794491857,0.13873289095071178
369,2.1344478998357292,0.014427992568415104,53.670575099999965,-0.5057468519412512,-0.023801315370182628,-0.0036883707624825487,-9.295909988780591e-5,37.65488443875045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.038094134915253056,0.13538028229469842
370,2.0735529331461384,0.013393356521915242,58.68669100000004,-0.500827170756463,-0.023086558182150475,-0.0033047702448606785,-9.879160033742248e-5,38.59431546478829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03633815779063812,0.13024363213485296
371,2.018689803850228,0.014222936466294458,59.87687199999982,-0.6159687530057495,-0.02253903438410193,-0.004573330444658907,-6.602239254431922e-5,38.18738622824584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03605368906627713,0.1529555515620648
372,2.035101455442672,0.014798183983230835,60.323488300000115,-0.5583684963820278,-0.025641332044240055,-0.005998534224402289,-5.945350359579097e-5,37.48721853799934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03696983932490782,0.1491480931144688
373,2.0103858033167747,0.015913159056500262,53.44369280000008,-0.4927822395891969,-0.029056166629967933,-0.008507328912723036,-4.1829155970567166e-5,36.174992273884506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03791892482874223,0.15429851036363784
